Sl. No,UNITS,Population in Lakhs,Crime rate for 2019,Category,Crime_Type,Crimes,Year,% Variation in 2019 over 2018
2130,Nalgonda,16.52,3.147699758,Crime Against Women,Rape,52,2018,0.5
2131,Narayanpet,5.76,0,Crime Against Women,Rape,0,2018,0
2132,Nirmal,7.19,3.755215577,Crime Against Women,Rape,27,2018,-0.333
2133,Rajanna Sircilla,5.62,2.135231317,Crime Against Women,Rape,12,2018,0.667
2134,Sanga Reddy,15.37,2.602472349,Crime Against Women,Rape,40,2018,0.3
2135,Suryapet,11.09,5.22993688,Crime Against Women,Rape,58,2018,0.224
2136,Vikarabad,9.37,2.134471718,Crime Against Women,Rape,20,2018,1.55
2137,Wanaparthy,5.87,6.132879046,Crime Against Women,Rape,36,2018,-0.222
2138,RP Secunderabad,,#DIV/0!,Crime Against Women,Rape,1,2018,0
2139,CID,,#DIV/0!,Crime Against Women,Rape,0,2018,0
2140,Cyberabad,62.1,4.573268921,Crime Against Women,Rape,284,2019,0.136
2141,Hyderabad,39.53,7.235011384,Crime Against Women,Rape,286,2019,0.144
2142,Karimnagar,10.15,2.463054187,Crime Against Women,Rape,25,2019,-0.286
2143,Khammam,14.11,5.244507442,Crime Against Women,Rape,74,2019,0.276
2144,Nizamabad,15.87,3.843730309,Crime Against Women,Rape,61,2019,1.259
2145,Rachakonda,43.71,6.954930222,Crime Against Women,Rape,304,2019,0.063
2146,Ramagundam,16.12,4.404466501,Crime Against Women,Rape,71,2019,0.291
2147,Siddipet,10.22,5.283757339,Crime Against Women,Rape,54,2019,0.588
2148,Warangal,23.75,3.115789474,Crime Against Women,Rape,74,2019,0.451
2149,Adilabad,7.53,4.249667995,Crime Against Women,Rape,32,2019,0.185
2150,Bhadradri Kothagudem,11.12,6.205035971,Crime Against Women,Rape,69,2019,0.278
2151,jagtial,9.95,2.914572864,Crime Against Women,Rape,29,2019,-0.147
2152,Jayashankar Bhupalpally,4.26,2.112676056,Crime Against Women,Rape,9,2019,-0.609
2153,Jogulamba Gadwal,6.19,4.846526656,Crime Against Women,Rape,30,2019,0.5
2154,Kamareddy,10.04,2.390438247,Crime Against Women,Rape,24,2019,0.2
2155,Kumaram Bheem Asifabad,5.25,5.333333333,Crime Against Women,Rape,28,2019,0.167
2156,Mahabubabad,7.84,4.974489796,Crime Against Women,Rape,39,2019,0.773
2157,Mahabubnagar,9.29,9.580193757,Crime Against Women,Rape,89,2019,-0.191
2158,Medak,7.88,4.314720812,Crime Against Women,Rape,34,2019,0.03
2159,Mulugu,2.93,2.389078498,Crime Against Women,Rape,7,2019,0
2160,Nagarkurnool,8.71,2.755453502,Crime Against Women,Rape,24,2019,-0.314
2161,Nalgonda,16.52,4.721549637,Crime Against Women,Rape,78,2019,0.5
2162,Narayanpet,5.76,5.729166667,Crime Against Women,Rape,33,2019,0
2163,Nirmal,7.19,2.503477051,Crime Against Women,Rape,18,2019,-0.333
2164,Rajanna Sircilla,5.62,3.558718861,Crime Against Women,Rape,20,2019,0.667
2165,Sanga Reddy,15.37,3.383214053,Crime Against Women,Rape,52,2019,0.3
2166,Suryapet,11.09,6.402164112,Crime Against Women,Rape,71,2019,0.224
2167,Vikarabad,9.37,5.442902882,Crime Against Women,Rape,51,2019,1.55
2168,Wanaparthy,5.87,4.770017036,Crime Against Women,Rape,28,2019,-0.222
2169,RP Secunderabad,,#DIV/0!,Crime Against Women,Rape,1,2019,0
2170,CID,,#DIV/0!,Crime Against Women,Rape,0,2019,0
2171,Cyberabad,62.1,0,Crime Aginst SC_ST,Arson,0,2018,0
2172,Hyderabad,39.53,0,Crime Aginst SC_ST,Arson,0,2018,0
2173,Karimnagar,10.15,0,Crime Aginst SC_ST,Arson,0,2018,0
2174,Khammam,14.11,0,Crime Aginst SC_ST,Arson,0,2018,0
2175,Nizamabad,15.87,0,Crime Aginst SC_ST,Arson,0,2018,0
2176,Rachakonda,43.71,0,Crime Aginst SC_ST,Arson,0,2018,0
2177,Ramagundam,16.12,0,Crime Aginst SC_ST,Arson,0,2018,0
2178,Siddipet,10.22,0,Crime Aginst SC_ST,Arson,0,2018,0
2179,Warangal,23.75,0.042105263,Crime Aginst SC_ST,Arson,1,2018,-1
2180,Adilabad,7.53,0,Crime Aginst SC_ST,Arson,0,2018,0
2181,Bhadradri Kothagudem,11.12,0,Crime Aginst SC_ST,Arson,0,2018,0
2182,jagtial,9.95,0,Crime Aginst SC_ST,Arson,0,2018,0
2183,Jayashankar Bhupalpally,4.26,0,Crime Aginst SC_ST,Arson,0,2018,0
2184,Jogulamba Gadwal,6.19,0,Crime Aginst SC_ST,Arson,0,2018,0
2185,Kamareddy,10.04,0,Crime Aginst SC_ST,Arson,0,2018,0
2186,Kumaram Bheem Asifabad,5.25,0,Crime Aginst SC_ST,Arson,0,2018,0
2187,Mahabubabad,7.84,0,Crime Aginst SC_ST,Arson,0,2018,0
2188,Mahabubnagar,9.29,0,Crime Aginst SC_ST,Arson,0,2018,0
2189,Medak,7.88,0,Crime Aginst SC_ST,Arson,0,2018,0
2190,Mulugu,2.93,0,Crime Aginst SC_ST,Arson,0,2018,0
2191,Nagarkurnool,8.71,0,Crime Aginst SC_ST,Arson,0,2018,0
2192,Nalgonda,16.52,0,Crime Aginst SC_ST,Arson,0,2018,0
2193,Narayanpet,5.76,0,Crime Aginst SC_ST,Arson,0,2018,0
2194,Nirmal,7.19,0,Crime Aginst SC_ST,Arson,0,2018,0
2195,Rajanna Sircilla,5.62,0,Crime Aginst SC_ST,Arson,0,2018,0
2196,Sanga Reddy,15.37,0.065061809,Crime Aginst SC_ST,Arson,1,2018,-1
2197,Suryapet,11.09,0,Crime Aginst SC_ST,Arson,0,2018,0
2198,Vikarabad,9.37,0.53361793,Crime Aginst SC_ST,Arson,5,2018,-1
2199,Wanaparthy,5.87,0,Crime Aginst SC_ST,Arson,0,2018,0
2200,RP Secunderabad,,#DIV/0!,Crime Aginst SC_ST,Arson,0,2018,0
2201,CID,,#DIV/0!,Crime Aginst SC_ST,Arson,0,2018,0
2202,Cyberabad,62.1,0,Crime Aginst SC_ST,Arson,0,2019,0
2203,Hyderabad,39.53,0,Crime Aginst SC_ST,Arson,0,2019,0
2204,Karimnagar,10.15,0,Crime Aginst SC_ST,Arson,0,2019,0
2205,Khammam,14.11,0,Crime Aginst SC_ST,Arson,0,2019,0
2206,Nizamabad,15.87,0,Crime Aginst SC_ST,Arson,0,2019,0
2207,Rachakonda,43.71,0.04575612,Crime Aginst SC_ST,Arson,2,2019,0
2208,Ramagundam,16.12,0,Crime Aginst SC_ST,Arson,0,2019,0
2209,Siddipet,10.22,0,Crime Aginst SC_ST,Arson,0,2019,0
2210,Warangal,23.75,0,Crime Aginst SC_ST,Arson,0,2019,-1
2211,Adilabad,7.53,0.132802125,Crime Aginst SC_ST,Arson,1,2019,0
2212,Bhadradri Kothagudem,11.12,0,Crime Aginst SC_ST,Arson,0,2019,0
2213,jagtial,9.95,0,Crime Aginst SC_ST,Arson,0,2019,0
2214,Jayashankar Bhupalpally,4.26,0,Crime Aginst SC_ST,Arson,0,2019,0
2215,Jogulamba Gadwal,6.19,0,Crime Aginst SC_ST,Arson,0,2019,0
2216,Kamareddy,10.04,0,Crime Aginst SC_ST,Arson,0,2019,0
2217,Kumaram Bheem Asifabad,5.25,0,Crime Aginst SC_ST,Arson,0,2019,0
2218,Mahabubabad,7.84,0,Crime Aginst SC_ST,Arson,0,2019,0
2219,Mahabubnagar,9.29,0,Crime Aginst SC_ST,Arson,0,2019,0
2220,Medak,7.88,0,Crime Aginst SC_ST,Arson,0,2019,0
2221,Mulugu,2.93,0,Crime Aginst SC_ST,Arson,0,2019,0
2222,Nagarkurnool,8.71,0,Crime Aginst SC_ST,Arson,0,2019,0
2223,Nalgonda,16.52,0,Crime Aginst SC_ST,Arson,0,2019,0
2224,Narayanpet,5.76,0,Crime Aginst SC_ST,Arson,0,2019,0
2225,Nirmal,7.19,0,Crime Aginst SC_ST,Arson,0,2019,0
2226,Rajanna Sircilla,5.62,0,Crime Aginst SC_ST,Arson,0,2019,0
2227,Sanga Reddy,15.37,0,Crime Aginst SC_ST,Arson,0,2019,-1
2228,Suryapet,11.09,0,Crime Aginst SC_ST,Arson,0,2019,0
2229,Vikarabad,9.37,0,Crime Aginst SC_ST,Arson,0,2019,-1
2230,Wanaparthy,5.87,0,Crime Aginst SC_ST,Arson,0,2019,0
2231,RP Secunderabad,,#DIV/0!,Crime Aginst SC_ST,Arson,0,2019,0
2232,CID,,#DIV/0!,Crime Aginst SC_ST,Arson,0,2019,0
2233,Cyberabad,62.1,0.338164251,Crime Aginst SC_ST,Hurt,21,2018,-0.476
2234,Hyderabad,39.53,0.075891728,Crime Aginst SC_ST,Hurt,3,2018,0
2235,Karimnagar,10.15,0.689655172,Crime Aginst SC_ST,Hurt,7,2018,-0.429
2236,Khammam,14.11,0,Crime Aginst SC_ST,Hurt,0,2018,0
2237,Nizamabad,15.87,0.378071834,Crime Aginst SC_ST,Hurt,6,2018,1.667
2238,Rachakonda,43.71,0.366048959,Crime Aginst SC_ST,Hurt,16,2018,0.375
2239,Ramagundam,16.12,0.496277916,Crime Aginst SC_ST,Hurt,8,2018,1.875
2240,Siddipet,10.22,1.663405088,Crime Aginst SC_ST,Hurt,17,2018,-0.353
2241,Warangal,23.75,0.252631579,Crime Aginst SC_ST,Hurt,6,2018,0.167
2242,Adilabad,7.53,0,Crime Aginst SC_ST,Hurt,0,2018,0
2243,Bhadradri Kothagudem,11.12,0.269784173,Crime Aginst SC_ST,Hurt,3,2018,2.333
2244,jagtial,9.95,1.206030151,Crime Aginst SC_ST,Hurt,12,2018,0
2245,Jayashankar Bhupalpally,4.26,2.582159624,Crime Aginst SC_ST,Hurt,11,2018,-0.182
2246,Jogulamba Gadwal,6.19,0.807754443,Crime Aginst SC_ST,Hurt,5,2018,-0.4
2247,Kamareddy,10.04,0.298804781,Crime Aginst SC_ST,Hurt,3,2018,1
2248,Kumaram Bheem Asifabad,5.25,0.952380952,Crime Aginst SC_ST,Hurt,5,2018,0.2
2249,Mahabubabad,7.84,0.765306122,Crime Aginst SC_ST,Hurt,6,2018,0
2250,Mahabubnagar,9.29,1.722282024,Crime Aginst SC_ST,Hurt,16,2018,-0.375
2251,Medak,7.88,0.76142132,Crime Aginst SC_ST,Hurt,6,2018,0
2252,Mulugu,2.93,0,Crime Aginst SC_ST,Hurt,0,2018,0
2253,Nagarkurnool,8.71,1.607347876,Crime Aginst SC_ST,Hurt,14,2018,-0.429
2254,Nalgonda,16.52,0.605326877,Crime Aginst SC_ST,Hurt,10,2018,0.3
2255,Narayanpet,5.76,0,Crime Aginst SC_ST,Hurt,0,2018,0
2256,Nirmal,7.19,0.556328234,Crime Aginst SC_ST,Hurt,4,2018,0.25
2257,Rajanna Sircilla,5.62,0.533807829,Crime Aginst SC_ST,Hurt,3,2018,1.333
2258,Sanga Reddy,15.37,0.260247235,Crime Aginst SC_ST,Hurt,4,2018,2
2259,Suryapet,11.09,0.81154193,Crime Aginst SC_ST,Hurt,9,2018,1
2260,Vikarabad,9.37,1.494130203,Crime Aginst SC_ST,Hurt,14,2018,0
2261,Wanaparthy,5.87,1.192504259,Crime Aginst SC_ST,Hurt,7,2018,-0.143
2262,RP Secunderabad,,#DIV/0!,Crime Aginst SC_ST,Hurt,0,2018,0
2263,CID,,#DIV/0!,Crime Aginst SC_ST,Hurt,0,2018,0
2264,Cyberabad,62.1,0.177133655,Crime Aginst SC_ST,Hurt,11,2019,-0.476
2265,Hyderabad,39.53,0.075891728,Crime Aginst SC_ST,Hurt,3,2019,0
2266,Karimnagar,10.15,0.39408867,Crime Aginst SC_ST,Hurt,4,2019,-0.429
2267,Khammam,14.11,0.921332388,Crime Aginst SC_ST,Hurt,13,2019,0
2268,Nizamabad,15.87,1.008191556,Crime Aginst SC_ST,Hurt,16,2019,1.667
2269,Rachakonda,43.71,0.503317319,Crime Aginst SC_ST,Hurt,22,2019,0.375
2270,Ramagundam,16.12,1.426799007,Crime Aginst SC_ST,Hurt,23,2019,1.875
2271,Siddipet,10.22,1.076320939,Crime Aginst SC_ST,Hurt,11,2019,-0.353
2272,Warangal,23.75,0.294736842,Crime Aginst SC_ST,Hurt,7,2019,0.167
2273,Adilabad,7.53,0.26560425,Crime Aginst SC_ST,Hurt,2,2019,0
2274,Bhadradri Kothagudem,11.12,0.899280576,Crime Aginst SC_ST,Hurt,10,2019,2.333
2275,jagtial,9.95,1.206030151,Crime Aginst SC_ST,Hurt,12,2019,0
2276,Jayashankar Bhupalpally,4.26,2.112676056,Crime Aginst SC_ST,Hurt,9,2019,-0.182
2277,Jogulamba Gadwal,6.19,0.484652666,Crime Aginst SC_ST,Hurt,3,2019,-0.4
2278,Kamareddy,10.04,0.597609562,Crime Aginst SC_ST,Hurt,6,2019,1
2279,Kumaram Bheem Asifabad,5.25,1.142857143,Crime Aginst SC_ST,Hurt,6,2019,0.2
2280,Mahabubabad,7.84,0.765306122,Crime Aginst SC_ST,Hurt,6,2019,0
2281,Mahabubnagar,9.29,1.076426265,Crime Aginst SC_ST,Hurt,10,2019,-0.375
2282,Medak,7.88,0.76142132,Crime Aginst SC_ST,Hurt,6,2019,0
2283,Mulugu,2.93,0,Crime Aginst SC_ST,Hurt,0,2019,0
2284,Nagarkurnool,8.71,0.918484501,Crime Aginst SC_ST,Hurt,8,2019,-0.429
2285,Nalgonda,16.52,0.786924939,Crime Aginst SC_ST,Hurt,13,2019,0.3
2286,Narayanpet,5.76,0.173611111,Crime Aginst SC_ST,Hurt,1,2019,0
2287,Nirmal,7.19,0.695410292,Crime Aginst SC_ST,Hurt,5,2019,0.25
2288,Rajanna Sircilla,5.62,1.245551601,Crime Aginst SC_ST,Hurt,7,2019,1.333
2289,Sanga Reddy,15.37,0.780741705,Crime Aginst SC_ST,Hurt,12,2019,2
2290,Suryapet,11.09,1.623083859,Crime Aginst SC_ST,Hurt,18,2019,1
2291,Vikarabad,9.37,1.494130203,Crime Aginst SC_ST,Hurt,14,2019,0
2292,Wanaparthy,5.87,1.022146508,Crime Aginst SC_ST,Hurt,6,2019,-0.143
2293,RP Secunderabad,,#DIV/0!,Crime Aginst SC_ST,Hurt,0,2019,0
2294,CID,,#DIV/0!,Crime Aginst SC_ST,Hurt,0,2019,0
2295,Cyberabad,62.1,0.096618357,Crime Aginst SC_ST,Murder,6,2018,0.167
2296,Hyderabad,39.53,0.050594485,Crime Aginst SC_ST,Murder,2,2018,-0.5
2297,Karimnagar,10.15,0.098522167,Crime Aginst SC_ST,Murder,1,2018,-1
2298,Khammam,14.11,0.070871722,Crime Aginst SC_ST,Murder,1,2018,-1
2299,Nizamabad,15.87,0.126023945,Crime Aginst SC_ST,Murder,2,2018,0
2300,Rachakonda,43.71,0.04575612,Crime Aginst SC_ST,Murder,2,2018,4
2301,Ramagundam,16.12,0,Crime Aginst SC_ST,Murder,0,2018,0
2302,Siddipet,10.22,0,Crime Aginst SC_ST,Murder,0,2018,0
2303,Warangal,23.75,0.042105263,Crime Aginst SC_ST,Murder,1,2018,0
2304,Adilabad,7.53,0.26560425,Crime Aginst SC_ST,Murder,2,2018,-1
2305,Bhadradri Kothagudem,11.12,0.089928058,Crime Aginst SC_ST,Murder,1,2018,0
2306,jagtial,9.95,0.100502513,Crime Aginst SC_ST,Murder,1,2018,0
2307,Jayashankar Bhupalpally,4.26,0,Crime Aginst SC_ST,Murder,0,2018,0
2308,Jogulamba Gadwal,6.19,0,Crime Aginst SC_ST,Murder,0,2018,0
2309,Kamareddy,10.04,0.199203187,Crime Aginst SC_ST,Murder,2,2018,1.5
2310,Kumaram Bheem Asifabad,5.25,0.19047619,Crime Aginst SC_ST,Murder,1,2018,2
2311,Mahabubabad,7.84,0.255102041,Crime Aginst SC_ST,Murder,2,2018,-0.5
2312,Mahabubnagar,9.29,0.215285253,Crime Aginst SC_ST,Murder,2,2018,-1
2313,Medak,7.88,0.126903553,Crime Aginst SC_ST,Murder,1,2018,-1
2314,Mulugu,2.93,0,Crime Aginst SC_ST,Murder,0,2018,0
2315,Nagarkurnool,8.71,0,Crime Aginst SC_ST,Murder,0,2018,0
2316,Nalgonda,16.52,0.181598063,Crime Aginst SC_ST,Murder,3,2018,1
2317,Narayanpet,5.76,0,Crime Aginst SC_ST,Murder,0,2018,0
2318,Nirmal,7.19,0.139082058,Crime Aginst SC_ST,Murder,1,2018,0
2319,Rajanna Sircilla,5.62,0.355871886,Crime Aginst SC_ST,Murder,2,2018,-0.5
2320,Sanga Reddy,15.37,0.260247235,Crime Aginst SC_ST,Murder,4,2018,-0.25
2321,Suryapet,11.09,0.090171326,Crime Aginst SC_ST,Murder,1,2018,3
2322,Vikarabad,9.37,0,Crime Aginst SC_ST,Murder,0,2018,0
2323,Wanaparthy,5.87,0,Crime Aginst SC_ST,Murder,0,2018,0
2324,RP Secunderabad,,#DIV/0!,Crime Aginst SC_ST,Murder,0,2018,0
2325,CID,,#DIV/0!,Crime Aginst SC_ST,Murder,0,2018,0
2326,Cyberabad,62.1,0.112721417,Crime Aginst SC_ST,Murder,7,2019,0.167
2327,Hyderabad,39.53,0.025297243,Crime Aginst SC_ST,Murder,1,2019,-0.5
2328,Karimnagar,10.15,0,Crime Aginst SC_ST,Murder,0,2019,-1
2329,Khammam,14.11,0,Crime Aginst SC_ST,Murder,0,2019,-1
2330,Nizamabad,15.87,0.126023945,Crime Aginst SC_ST,Murder,2,2019,0
2331,Rachakonda,43.71,0.228780599,Crime Aginst SC_ST,Murder,10,2019,4
2332,Ramagundam,16.12,0,Crime Aginst SC_ST,Murder,0,2019,0
2333,Siddipet,10.22,0,Crime Aginst SC_ST,Murder,0,2019,0
2334,Warangal,23.75,0.042105263,Crime Aginst SC_ST,Murder,1,2019,0
2335,Adilabad,7.53,0,Crime Aginst SC_ST,Murder,0,2019,-1
2336,Bhadradri Kothagudem,11.12,0.089928058,Crime Aginst SC_ST,Murder,1,2019,0
2337,jagtial,9.95,0.100502513,Crime Aginst SC_ST,Murder,1,2019,0
2338,Jayashankar Bhupalpally,4.26,0,Crime Aginst SC_ST,Murder,0,2019,0
2339,Jogulamba Gadwal,6.19,0.161550889,Crime Aginst SC_ST,Murder,1,2019,0
2340,Kamareddy,10.04,0.498007968,Crime Aginst SC_ST,Murder,5,2019,1.5
2341,Kumaram Bheem Asifabad,5.25,0.571428571,Crime Aginst SC_ST,Murder,3,2019,2
2342,Mahabubabad,7.84,0.12755102,Crime Aginst SC_ST,Murder,1,2019,-0.5
2343,Mahabubnagar,9.29,0,Crime Aginst SC_ST,Murder,0,2019,-1
2344,Medak,7.88,0,Crime Aginst SC_ST,Murder,0,2019,-1
2345,Mulugu,2.93,0.341296928,Crime Aginst SC_ST,Murder,1,2019,0
2346,Nagarkurnool,8.71,0.114810563,Crime Aginst SC_ST,Murder,1,2019,0
2347,Nalgonda,16.52,0.363196126,Crime Aginst SC_ST,Murder,6,2019,1
2348,Narayanpet,5.76,0.173611111,Crime Aginst SC_ST,Murder,1,2019,0
2349,Nirmal,7.19,0.139082058,Crime Aginst SC_ST,Murder,1,2019,0
2350,Rajanna Sircilla,5.62,0.177935943,Crime Aginst SC_ST,Murder,1,2019,-0.5
2351,Sanga Reddy,15.37,0.195185426,Crime Aginst SC_ST,Murder,3,2019,-0.25
2352,Suryapet,11.09,0.360685302,Crime Aginst SC_ST,Murder,4,2019,3
2353,Vikarabad,9.37,0,Crime Aginst SC_ST,Murder,0,2019,0
2354,Wanaparthy,5.87,0.170357751,Crime Aginst SC_ST,Murder,1,2019,0
2355,RP Secunderabad,,#DIV/0!,Crime Aginst SC_ST,Murder,0,2019,0
2356,CID,,#DIV/0!,Crime Aginst SC_ST,Murder,0,2019,0
2357,Cyberabad,62.1,0.434782609,Crime Aginst SC_ST,Rape,27,2018,0.185
2358,Hyderabad,39.53,0.68302555,Crime Aginst SC_ST,Rape,27,2018,0.148
2359,Karimnagar,10.15,0.591133005,Crime Aginst SC_ST,Rape,6,2018,0.667
2360,Khammam,14.11,0.708717222,Crime Aginst SC_ST,Rape,10,2018,-0.3
2361,Nizamabad,15.87,0.441083806,Crime Aginst SC_ST,Rape,7,2018,0.143
2362,Rachakonda,43.71,1.258293297,Crime Aginst SC_ST,Rape,55,2018,-0.236
2363,Ramagundam,16.12,0.868486352,Crime Aginst SC_ST,Rape,14,2018,-0.357
2364,Siddipet,10.22,0.097847358,Crime Aginst SC_ST,Rape,1,2018,3
2365,Warangal,23.75,0.294736842,Crime Aginst SC_ST,Rape,7,2018,0.429
2366,Adilabad,7.53,1.195219124,Crime Aginst SC_ST,Rape,9,2018,-0.556
2367,Bhadradri Kothagudem,11.12,0.809352518,Crime Aginst SC_ST,Rape,9,2018,0.444
2368,jagtial,9.95,0.40201005,Crime Aginst SC_ST,Rape,4,2018,-0.75
2369,Jayashankar Bhupalpally,4.26,0.469483568,Crime Aginst SC_ST,Rape,2,2018,0
2370,Jogulamba Gadwal,6.19,0.323101777,Crime Aginst SC_ST,Rape,2,2018,0.5
2371,Kamareddy,10.04,0.199203187,Crime Aginst SC_ST,Rape,2,2018,-1
2372,Kumaram Bheem Asifabad,5.25,0.761904762,Crime Aginst SC_ST,Rape,4,2018,0.25
2373,Mahabubabad,7.84,0.12755102,Crime Aginst SC_ST,Rape,1,2018,2
2374,Mahabubnagar,9.29,1.184068891,Crime Aginst SC_ST,Rape,11,2018,0
2375,Medak,7.88,0.634517766,Crime Aginst SC_ST,Rape,5,2018,-0.4
2376,Mulugu,2.93,0,Crime Aginst SC_ST,Rape,0,2018,0
2377,Nagarkurnool,8.71,0.574052813,Crime Aginst SC_ST,Rape,5,2018,-0.4
2378,Nalgonda,16.52,0.423728814,Crime Aginst SC_ST,Rape,7,2018,0.429
2379,Narayanpet,5.76,0,Crime Aginst SC_ST,Rape,0,2018,0
2380,Nirmal,7.19,0.278164117,Crime Aginst SC_ST,Rape,2,2018,0
2381,Rajanna Sircilla,5.62,0.177935943,Crime Aginst SC_ST,Rape,1,2018,1
2382,Sanga Reddy,15.37,0.455432661,Crime Aginst SC_ST,Rape,7,2018,-0.286
2383,Suryapet,11.09,0.450856628,Crime Aginst SC_ST,Rape,5,2018,0.4
2384,Vikarabad,9.37,0.106723586,Crime Aginst SC_ST,Rape,1,2018,7
2385,Wanaparthy,5.87,0.340715503,Crime Aginst SC_ST,Rape,2,2018,0
2386,RP Secunderabad,,#DIV/0!,Crime Aginst SC_ST,Rape,0,2018,0
2387,CID,,#DIV/0!,Crime Aginst SC_ST,Rape,0,2018,0
2388,Cyberabad,62.1,0.515297907,Crime Aginst SC_ST,Rape,32,2019,0.185
2389,Hyderabad,39.53,0.784214521,Crime Aginst SC_ST,Rape,31,2019,0.148
2390,Karimnagar,10.15,0.985221675,Crime Aginst SC_ST,Rape,10,2019,0.667
2391,Khammam,14.11,0.496102055,Crime Aginst SC_ST,Rape,7,2019,-0.3
2392,Nizamabad,15.87,0.504095778,Crime Aginst SC_ST,Rape,8,2019,0.143
2393,Rachakonda,43.71,0.960878518,Crime Aginst SC_ST,Rape,42,2019,-0.236
2394,Ramagundam,16.12,0.558312655,Crime Aginst SC_ST,Rape,9,2019,-0.357
2395,Siddipet,10.22,0.391389432,Crime Aginst SC_ST,Rape,4,2019,3
2396,Warangal,23.75,0.421052632,Crime Aginst SC_ST,Rape,10,2019,0.429
2397,Adilabad,7.53,0.531208499,Crime Aginst SC_ST,Rape,4,2019,-0.556
2398,Bhadradri Kothagudem,11.12,1.169064748,Crime Aginst SC_ST,Rape,13,2019,0.444
2399,jagtial,9.95,0.100502513,Crime Aginst SC_ST,Rape,1,2019,-0.75
2400,Jayashankar Bhupalpally,4.26,0.469483568,Crime Aginst SC_ST,Rape,2,2019,0
2401,Jogulamba Gadwal,6.19,0.484652666,Crime Aginst SC_ST,Rape,3,2019,0.5
2402,Kamareddy,10.04,0,Crime Aginst SC_ST,Rape,0,2019,-1
2403,Kumaram Bheem Asifabad,5.25,0.952380952,Crime Aginst SC_ST,Rape,5,2019,0.25
2404,Mahabubabad,7.84,0.382653061,Crime Aginst SC_ST,Rape,3,2019,2
2405,Mahabubnagar,9.29,1.184068891,Crime Aginst SC_ST,Rape,11,2019,0
2406,Medak,7.88,0.38071066,Crime Aginst SC_ST,Rape,3,2019,-0.4
2407,Mulugu,2.93,0,Crime Aginst SC_ST,Rape,0,2019,0
2408,Nagarkurnool,8.71,0.344431688,Crime Aginst SC_ST,Rape,3,2019,-0.4
2409,Nalgonda,16.52,0.605326877,Crime Aginst SC_ST,Rape,10,2019,0.429
2410,Narayanpet,5.76,0.520833333,Crime Aginst SC_ST,Rape,3,2019,0
2411,Nirmal,7.19,0.278164117,Crime Aginst SC_ST,Rape,2,2019,0
2412,Rajanna Sircilla,5.62,0.355871886,Crime Aginst SC_ST,Rape,2,2019,1
2413,Sanga Reddy,15.37,0.325309044,Crime Aginst SC_ST,Rape,5,2019,-0.286
2414,Suryapet,11.09,0.631199279,Crime Aginst SC_ST,Rape,7,2019,0.4
2415,Vikarabad,9.37,0.853788687,Crime Aginst SC_ST,Rape,8,2019,7
2416,Wanaparthy,5.87,0.340715503,Crime Aginst SC_ST,Rape,2,2019,0
2417,RP Secunderabad,,#DIV/0!,Crime Aginst SC_ST,Rape,0,2019,0
2418,CID,,#DIV/0!,Crime Aginst SC_ST,Rape,0,2019,0
2419,Cyberabad,62.1,30.85,Economic Offence,Cheatings,1724,2018,0.111
2420,Hyderabad,39.53,42.2,Economic Offence,Cheatings,1568,2018,0.064
2421,Karimnagar,10.15,22.66,Economic Offence,Cheatings,308,2018,-0.253
2422,Khammam,14.11,18.57,Economic Offence,Cheatings,317,2018,-0.174
2423,Nizamabad,15.87,19.72,Economic Offence,Cheatings,333,2018,-0.06
2424,Rachakonda,43.71,38.02,Economic Offence,Cheatings,1475,2018,0.127
2425,Ramagundam,16.12,33.75,Economic Offence,Cheatings,429,2018,0.268
2426,Siddipet,10.22,22.9,Economic Offence,Cheatings,162,2018,0.444
2427,Warangal,23.75,23.75,Economic Offence,Cheatings,469,2018,0.203
2428,Adilabad,7.53,9.56,Economic Offence,Cheatings,107,2018,-0.327
2429,Bhadradri Kothagudem,11.12,14.12,Economic Offence,Cheatings,99,2018,0.586
2430,jagtial,9.95,25.43,Economic Offence,Cheatings,220,2018,0.15
2431,Jayashankar Bhupalpally,4.26,22.07,Economic Offence,Cheatings,120,2018,-0.217
2432,Jogulamba Gadwal,6.19,24.39,Economic Offence,Cheatings,123,2018,0.228
2433,Kamareddy,10.04,9.86,Economic Offence,Cheatings,96,2018,0.031
2434,Kumaram Bheem Asifabad,5.25,52.19,Economic Offence,Cheatings,192,2018,0.427
2435,Mahabubabad,7.84,16.71,Economic Offence,Cheatings,191,2018,-0.314
2436,Mahabubnagar,9.29,8.61,Economic Offence,Cheatings,160,2018,-0.5
2437,Medak,7.88,8.63,Economic Offence,Cheatings,52,2018,0.308
2438,Mulugu,2.93,11.95,Economic Offence,Cheatings,,2018,0
2439,Nagarkurnool,8.71,8.38,Economic Offence,Cheatings,73,2018,0
2440,Nalgonda,16.52,24.21,Economic Offence,Cheatings,280,2018,0.429
2441,Narayanpet,5.76,6.25,Economic Offence,Cheatings,,2018,0
2442,Nirmal,7.19,9.32,Economic Offence,Cheatings,41,2018,0.634
2443,Rajanna Sircilla,5.62,17.97,Economic Offence,Cheatings,109,2018,-0.073
2444,Sanga Reddy,15.37,11.71,Economic Offence,Cheatings,137,2018,0.314
2445,Suryapet,11.09,28.49,Economic Offence,Cheatings,270,2018,0.17
2446,Vikarabad,9.37,7.58,Economic Offence,Cheatings,74,2018,-0.041
2447,Wanaparthy,5.87,14.99,Economic Offence,Cheatings,56,2018,0.571
