Sl. No,UNITS,Population in Lakhs,Crime rate for 2019,Category,Crime_Type,Crimes,Year,% Variation in 2019 over 2018
1813,Kamareddy,10.04,1.195219124,Crime Against Children,Rape,12,2018,0.42
1814,Kumaram Bheem Asifabad,5.25,2.476190476,Crime Against Children,Rape,13,2018,0.15
1815,Mahabubabad,7.84,2.168367347,Crime Against Children,Rape,17,2018,0.24
1816,Mahabubnagar,9.29,8.719052745,Crime Against Children,Rape,81,2018,-0.22
1817,Medak,7.88,4.187817259,Crime Against Children,Rape,33,2018,-0.12
1818,Mulugu,2.93,0,Crime Against Children,Rape,0,2018,0
1819,Nagarkurnool,8.71,3.329506315,Crime Against Children,Rape,29,2018,-0.41
1820,Nalgonda,16.52,1.937046005,Crime Against Children,Rape,32,2018,0.53
1821,Narayanpet,5.76,0,Crime Against Children,Rape,0,2018,0
1822,Nirmal,7.19,2.64255911,Crime Against Children,Rape,19,2018,-0.37
1823,Rajanna Sircilla,5.62,1.245551601,Crime Against Children,Rape,7,2018,0.86
1824,Sanga Reddy,15.37,2.01691607,Crime Against Children,Rape,31,2018,0.32
1825,Suryapet,11.09,3.42651037,Crime Against Children,Rape,38,2018,0.08
1826,Vikarabad,9.37,2.134471718,Crime Against Children,Rape,20,2018,1.15
1827,Wanaparthy,5.87,4.940374787,Crime Against Children,Rape,29,2018,-0.31
1828,RP Secunderabad,,#DIV/0!,Crime Against Children,Rape,2,2018,0
1829,CID,,#DIV/0!,Crime Against Children,Rape,0,2018,0
1830,Cyberabad,62.1,2.995169082,Crime Against Children,Rape,186,2019,0.09
1831,Hyderabad,39.53,2.985074627,Crime Against Children,Rape,118,2019,-0.31
1832,Karimnagar,10.15,0.886699507,Crime Against Children,Rape,9,2019,-0.55
1833,Khammam,14.11,3.614457831,Crime Against Children,Rape,51,2019,0.04
1834,Nizamabad,15.87,2.142407057,Crime Against Children,Rape,34,2019,0.62
1835,Rachakonda,43.71,3.225806452,Crime Against Children,Rape,141,2019,-0.02
1836,Ramagundam,16.12,2.481389578,Crime Against Children,Rape,40,2019,0
1837,Siddipet,10.22,3.522504892,Crime Against Children,Rape,36,2019,0.33
1838,Warangal,23.75,1.726315789,Crime Against Children,Rape,41,2019,0.24
1839,Adilabad,7.53,2.656042497,Crime Against Children,Rape,20,2019,0.18
1840,Bhadradri Kothagudem,11.12,3.776978417,Crime Against Children,Rape,42,2019,0.17
1841,jagtial,9.95,2.211055276,Crime Against Children,Rape,22,2019,1.2
1842,Jayashankar Bhupalpally,4.26,1.17370892,Crime Against Children,Rape,5,2019,-0.75
1843,Jogulamba Gadwal,6.19,3.877221325,Crime Against Children,Rape,24,2019,0.41
1844,Kamareddy,10.04,1.693227092,Crime Against Children,Rape,17,2019,0.42
1845,Kumaram Bheem Asifabad,5.25,2.857142857,Crime Against Children,Rape,15,2019,0.15
1846,Mahabubabad,7.84,2.678571429,Crime Against Children,Rape,21,2019,0.24
1847,Mahabubnagar,9.29,6.781485468,Crime Against Children,Rape,63,2019,-0.22
1848,Medak,7.88,3.680203046,Crime Against Children,Rape,29,2019,-0.12
1849,Mulugu,2.93,1.706484642,Crime Against Children,Rape,5,2019,0
1850,Nagarkurnool,8.71,1.951779564,Crime Against Children,Rape,17,2019,-0.41
1851,Nalgonda,16.52,2.966101695,Crime Against Children,Rape,49,2019,0.53
1852,Narayanpet,5.76,3.993055556,Crime Against Children,Rape,23,2019,0
1853,Nirmal,7.19,1.668984701,Crime Against Children,Rape,12,2019,-0.37
1854,Rajanna Sircilla,5.62,2.31316726,Crime Against Children,Rape,13,2019,0.86
1855,Sanga Reddy,15.37,2.667534157,Crime Against Children,Rape,41,2019,0.32
1856,Suryapet,11.09,3.697024346,Crime Against Children,Rape,41,2019,0.08
1857,Vikarabad,9.37,4.589114194,Crime Against Children,Rape,43,2019,1.15
1858,Wanaparthy,5.87,3.407155026,Crime Against Children,Rape,20,2019,-0.31
1859,RP Secunderabad,,#DIV/0!,Crime Against Children,Rape,2,2019,0
1860,CID,,#DIV/0!,Crime Against Children,Rape,0,2019,0
1861,Cyberabad,62.1,0.901771337,Crime Against Women,Abetment to Suicide,56,2018,0.143
1862,Hyderabad,39.53,0.708322793,Crime Against Women,Abetment to Suicide,28,2018,0
1863,Karimnagar,10.15,1.477832512,Crime Against Women,Abetment to Suicide,15,2018,-0.267
1864,Khammam,14.11,2.197023388,Crime Against Women,Abetment to Suicide,31,2018,-0.419
1865,Nizamabad,15.87,0.882167612,Crime Against Women,Abetment to Suicide,14,2018,0.5
1866,Rachakonda,43.71,0.709219858,Crime Against Women,Abetment to Suicide,31,2018,-0.419
1867,Ramagundam,16.12,1.612903226,Crime Against Women,Abetment to Suicide,26,2018,-0.269
1868,Siddipet,10.22,1.174168297,Crime Against Women,Abetment to Suicide,12,2018,-0.167
1869,Warangal,23.75,1.6,Crime Against Women,Abetment to Suicide,38,2018,-0.105
1870,Adilabad,7.53,0.929614874,Crime Against Women,Abetment to Suicide,7,2018,0.571
1871,Bhadradri Kothagudem,11.12,1.528776978,Crime Against Women,Abetment to Suicide,17,2018,0
1872,jagtial,9.95,1.306532663,Crime Against Women,Abetment to Suicide,13,2018,-0.231
1873,Jayashankar Bhupalpally,4.26,3.286384977,Crime Against Women,Abetment to Suicide,14,2018,-0.429
1874,Jogulamba Gadwal,6.19,0.484652666,Crime Against Women,Abetment to Suicide,3,2018,0.333
1875,Kamareddy,10.04,0.498007968,Crime Against Women,Abetment to Suicide,5,2018,0
1876,Kumaram Bheem Asifabad,5.25,1.714285714,Crime Against Women,Abetment to Suicide,9,2018,-0.222
1877,Mahabubabad,7.84,2.040816327,Crime Against Women,Abetment to Suicide,16,2018,-0.625
1878,Mahabubnagar,9.29,1.614639397,Crime Against Women,Abetment to Suicide,15,2018,-0.333
1879,Medak,7.88,0.76142132,Crime Against Women,Abetment to Suicide,6,2018,1
1880,Mulugu,2.93,0,Crime Against Women,Abetment to Suicide,0,2018,0
1881,Nagarkurnool,8.71,1.836969001,Crime Against Women,Abetment to Suicide,16,2018,-0.5
1882,Nalgonda,16.52,1.331719128,Crime Against Women,Abetment to Suicide,22,2018,-0.182
1883,Narayanpet,5.76,0,Crime Against Women,Abetment to Suicide,0,2018,0
1884,Nirmal,7.19,0.695410292,Crime Against Women,Abetment to Suicide,5,2018,1
1885,Rajanna Sircilla,5.62,0.711743772,Crime Against Women,Abetment to Suicide,4,2018,-1
1886,Sanga Reddy,15.37,0.975927131,Crime Against Women,Abetment to Suicide,15,2018,0.067
1887,Suryapet,11.09,0.721370604,Crime Against Women,Abetment to Suicide,8,2018,-0.125
1888,Vikarabad,9.37,0.426894344,Crime Against Women,Abetment to Suicide,4,2018,0.5
1889,Wanaparthy,5.87,0.851788756,Crime Against Women,Abetment to Suicide,5,2018,-0.4
1890,RP Secunderabad,,#DIV/0!,Crime Against Women,Abetment to Suicide,0,2018,0
1891,CID,,#DIV/0!,Crime Against Women,Abetment to Suicide,0,2018,0
1892,Cyberabad,62.1,1.030595813,Crime Against Women,Abetment to Suicide,64,2019,0.143
1893,Hyderabad,39.53,0.708322793,Crime Against Women,Abetment to Suicide,28,2019,0
1894,Karimnagar,10.15,1.083743842,Crime Against Women,Abetment to Suicide,11,2019,-0.267
1895,Khammam,14.11,1.275690999,Crime Against Women,Abetment to Suicide,18,2019,-0.419
1896,Nizamabad,15.87,1.323251418,Crime Against Women,Abetment to Suicide,21,2019,0.5
1897,Rachakonda,43.71,0.411805079,Crime Against Women,Abetment to Suicide,18,2019,-0.419
1898,Ramagundam,16.12,1.17866005,Crime Against Women,Abetment to Suicide,19,2019,-0.269
1899,Siddipet,10.22,0.978473581,Crime Against Women,Abetment to Suicide,10,2019,-0.167
1900,Warangal,23.75,1.431578947,Crime Against Women,Abetment to Suicide,34,2019,-0.105
1901,Adilabad,7.53,1.460823373,Crime Against Women,Abetment to Suicide,11,2019,0.571
1902,Bhadradri Kothagudem,11.12,1.528776978,Crime Against Women,Abetment to Suicide,17,2019,0
1903,jagtial,9.95,1.005025126,Crime Against Women,Abetment to Suicide,10,2019,-0.231
1904,Jayashankar Bhupalpally,4.26,1.877934272,Crime Against Women,Abetment to Suicide,8,2019,-0.429
1905,Jogulamba Gadwal,6.19,0.646203554,Crime Against Women,Abetment to Suicide,4,2019,0.333
1906,Kamareddy,10.04,0.498007968,Crime Against Women,Abetment to Suicide,5,2019,0
1907,Kumaram Bheem Asifabad,5.25,1.333333333,Crime Against Women,Abetment to Suicide,7,2019,-0.222
1908,Mahabubabad,7.84,0.765306122,Crime Against Women,Abetment to Suicide,6,2019,-0.625
1909,Mahabubnagar,9.29,1.076426265,Crime Against Women,Abetment to Suicide,10,2019,-0.333
1910,Medak,7.88,1.52284264,Crime Against Women,Abetment to Suicide,12,2019,1
1911,Mulugu,2.93,1.706484642,Crime Against Women,Abetment to Suicide,5,2019,0
1912,Nagarkurnool,8.71,0.918484501,Crime Against Women,Abetment to Suicide,8,2019,-0.5
1913,Nalgonda,16.52,1.089588378,Crime Against Women,Abetment to Suicide,18,2019,-0.182
1914,Narayanpet,5.76,0.868055556,Crime Against Women,Abetment to Suicide,5,2019,0
1915,Nirmal,7.19,1.390820584,Crime Against Women,Abetment to Suicide,10,2019,1
1916,Rajanna Sircilla,5.62,0,Crime Against Women,Abetment to Suicide,0,2019,-1
1917,Sanga Reddy,15.37,1.040988939,Crime Against Women,Abetment to Suicide,16,2019,0.067
1918,Suryapet,11.09,0.631199279,Crime Against Women,Abetment to Suicide,7,2019,-0.125
1919,Vikarabad,9.37,0.640341515,Crime Against Women,Abetment to Suicide,6,2019,0.5
1920,Wanaparthy,5.87,0.511073254,Crime Against Women,Abetment to Suicide,3,2019,-0.4
1921,RP Secunderabad,,#DIV/0!,Crime Against Women,Abetment to Suicide,0,2019,0
1922,CID,,#DIV/0!,Crime Against Women,Abetment to Suicide,0,2019,0
1923,Cyberabad,62.1,0.499194847,Crime Against Women,Dowry Death,31,2018,-0.194
1924,Hyderabad,39.53,0.430053124,Crime Against Women,Dowry Death,17,2018,0.294
1925,Karimnagar,10.15,0.689655172,Crime Against Women,Dowry Death,7,2018,0.143
1926,Khammam,14.11,0.283486889,Crime Against Women,Dowry Death,4,2018,0.25
1927,Nizamabad,15.87,0.56710775,Crime Against Women,Dowry Death,9,2018,0
1928,Rachakonda,43.71,0.503317319,Crime Against Women,Dowry Death,22,2018,-0.591
1929,Ramagundam,16.12,0.620347395,Crime Against Women,Dowry Death,10,2018,0
1930,Siddipet,10.22,0.391389432,Crime Against Women,Dowry Death,4,2018,1.25
1931,Warangal,23.75,0.547368421,Crime Against Women,Dowry Death,13,2018,-0.154
1932,Adilabad,7.53,0.26560425,Crime Against Women,Dowry Death,2,2018,-0.5
1933,Bhadradri Kothagudem,11.12,0.449640288,Crime Against Women,Dowry Death,5,2018,0
1934,Jagtial,9.95,0.703517588,Crime Against Women,Dowry Death,7,2018,-0.429
1935,Jayashankar Bhupalpally,4.26,1.17370892,Crime Against Women,Dowry Death,5,2018,-1
1936,Jogulamba Gadwal,6.19,0.161550889,Crime Against Women,Dowry Death,1,2018,0
1937,Kamareddy,10.04,0.398406375,Crime Against Women,Dowry Death,4,2018,-0.75
1938,Kumaram Bheem Asifabad,5.25,0.571428571,Crime Against Women,Dowry Death,3,2018,0.333
1939,Mahabubabad,7.84,0.637755102,Crime Against Women,Dowry Death,5,2018,0.2
1940,Mahabubnagar,9.29,0.430570506,Crime Against Women,Dowry Death,4,2018,-0.5
1941,Medak,7.88,0.507614213,Crime Against Women,Dowry Death,4,2018,0.75
1942,Mulugu,2.93,0,Crime Against Women,Dowry Death,0,2018,0
1943,Nagarkurnool,8.71,0.229621125,Crime Against Women,Dowry Death,2,2018,0
1944,Nalgonda,16.52,0.302663438,Crime Against Women,Dowry Death,5,2018,0.2
1945,Narayanpet,5.76,0,Crime Against Women,Dowry Death,0,2018,0
1946,Nirmal,7.19,0.139082058,Crime Against Women,Dowry Death,1,2018,-1
1947,Rajanna Sircilla,5.62,0.533807829,Crime Against Women,Dowry Death,3,2018,-0.333
1948,Sanga Reddy,15.37,0.390370852,Crime Against Women,Dowry Death,6,2018,-0.5
1949,Suryapet,11.09,0.360685302,Crime Against Women,Dowry Death,4,2018,-0.75
1950,Vikarabad,9.37,0.747065101,Crime Against Women,Dowry Death,7,2018,-0.571
1951,Wanaparthy,5.87,0.170357751,Crime Against Women,Dowry Death,1,2018,-1
1952,RP Secunderabad,,#DIV/0!,Crime Against Women,Dowry Death,0,2018,0
1953,CID,,#DIV/0!,Crime Against Women,Dowry Death,0,2018,0
1954,Cyberabad,62.1,0.40257649,Crime Against Women,Dowry Death,25,2019,-0.194
1955,Hyderabad,39.53,0.556539337,Crime Against Women,Dowry Death,22,2019,0.294
1956,Karimnagar,10.15,0.78817734,Crime Against Women,Dowry Death,8,2019,0.143
1957,Khammam,14.11,0.354358611,Crime Against Women,Dowry Death,5,2019,0.25
1958,Nizamabad,15.87,0.56710775,Crime Against Women,Dowry Death,9,2019,0
1959,Rachakonda,43.71,0.205902539,Crime Against Women,Dowry Death,9,2019,-0.591
1960,Ramagundam,16.12,0.620347395,Crime Against Women,Dowry Death,10,2019,0
1961,Siddipet,10.22,0.880626223,Crime Against Women,Dowry Death,9,2019,1.25
1962,Warangal,23.75,0.463157895,Crime Against Women,Dowry Death,11,2019,-0.154
1963,Adilabad,7.53,0.132802125,Crime Against Women,Dowry Death,1,2019,-0.5
1964,Bhadradri Kothagudem,11.12,0.449640288,Crime Against Women,Dowry Death,5,2019,0
1965,Jagtial,9.95,0.40201005,Crime Against Women,Dowry Death,4,2019,-0.429
1966,Jayashankar Bhupalpally,4.26,0,Crime Against Women,Dowry Death,0,2019,-1
1967,Jogulamba Gadwal,6.19,0.161550889,Crime Against Women,Dowry Death,1,2019,0
1968,Kamareddy,10.04,0.099601594,Crime Against Women,Dowry Death,1,2019,-0.75
1969,Kumaram Bheem Asifabad,5.25,0.761904762,Crime Against Women,Dowry Death,4,2019,0.333
1970,Mahabubabad,7.84,0.765306122,Crime Against Women,Dowry Death,6,2019,0.2
1971,Mahabubnagar,9.29,0.215285253,Crime Against Women,Dowry Death,2,2019,-0.5
1972,Medak,7.88,0.888324873,Crime Against Women,Dowry Death,7,2019,0.75
1973,Mulugu,2.93,0.682593857,Crime Against Women,Dowry Death,2,2019,0
1974,Nagarkurnool,8.71,0.229621125,Crime Against Women,Dowry Death,2,2019,0
1975,Nalgonda,16.52,0.363196126,Crime Against Women,Dowry Death,6,2019,0.2
1976,Narayanpet,5.76,0.173611111,Crime Against Women,Dowry Death,1,2019,0
1977,Nirmal,7.19,0,Crime Against Women,Dowry Death,0,2019,-1
1978,Rajanna Sircilla,5.62,0.355871886,Crime Against Women,Dowry Death,2,2019,-0.333
1979,Sanga Reddy,15.37,0.195185426,Crime Against Women,Dowry Death,3,2019,-0.5
1980,Suryapet,11.09,0.090171326,Crime Against Women,Dowry Death,1,2019,-0.75
1981,Vikarabad,9.37,0.320170758,Crime Against Women,Dowry Death,3,2019,-0.571
1982,Wanaparthy,5.87,0,Crime Against Women,Dowry Death,0,2019,-1
1983,RP Secunderabad,,#DIV/0!,Crime Against Women,Dowry Death,0,2019,0
1984,CID,,#DIV/0!,Crime Against Women,Dowry Death,0,2019,0
1985,Cyberabad,62.1,12.96296296,Crime Against Women,Harassment,805,2018,0.56
1986,Hyderabad,39.53,28.23172274,Crime Against Women,Harassment,1116,2018,0.31
1987,Karimnagar,10.15,32.4137931,Crime Against Women,Harassment,329,2018,-0.179
1988,Khammam,14.11,12.75690999,Crime Against Women,Harassment,180,2018,0.75
1989,Nizamabad,15.87,17.20226843,Crime Against Women,Harassment,273,2018,0.183
1990,Rachakonda,43.71,15.9917639,Crime Against Women,Harassment,699,2018,0.545
1991,Ramagundam,16.12,19.85111663,Crime Against Women,Harassment,320,2018,0.431
1992,Siddipet,10.22,20.54794521,Crime Against Women,Harassment,210,2018,0.119
1993,Warangal,23.75,11.32631579,Crime Against Women,Harassment,269,2018,0.725
1994,Adilabad,7.53,16.99867198,Crime Against Women,Harassment,128,2018,-0.164
1995,Bhadradri Kothagudem,11.12,8.183453237,Crime Against Women,Harassment,91,2018,2.044
1996,jagtial,9.95,10.85427136,Crime Against Women,Harassment,108,2018,0.472
1997,Jayashankar Bhupalpally,4.26,17.6056338,Crime Against Women,Harassment,75,2018,-0.44
1998,Jogulamba Gadwal,6.19,3.877221325,Crime Against Women,Harassment,24,2018,0
1999,Kamareddy,10.04,12.74900398,Crime Against Women,Harassment,128,2018,0.328
2000,Kumaram Bheem Asifabad,5.25,7.619047619,Crime Against Women,Harassment,40,2018,1.225
2001,Mahabubabad,7.84,10.58673469,Crime Against Women,Harassment,83,2018,0.434
2002,Mahabubnagar,9.29,11.08719053,Crime Against Women,Harassment,103,2018,-0.243
2003,Medak,7.88,15.60913706,Crime Against Women,Harassment,123,2018,0.057
2004,Mulugu,2.93,0,Crime Against Women,Harassment,0,2018,0
2005,Nagarkurnool,8.71,8.610792193,Crime Against Women,Harassment,75,2018,-0.027
2006,Nalgonda,16.52,15.43583535,Crime Against Women,Harassment,255,2018,0.067
2007,Narayanpet,5.76,0,Crime Against Women,Harassment,0,2018,0
2008,Nirmal,7.19,6.675938804,Crime Against Women,Harassment,48,2018,0.771
2009,Rajanna Sircilla,5.62,11.03202847,Crime Against Women,Harassment,62,2018,1.161
2010,Sanga Reddy,15.37,8.848405986,Crime Against Women,Harassment,136,2018,0.279
2011,Suryapet,11.09,16.14066727,Crime Against Women,Harassment,179,2018,0.57
2012,Vikarabad,9.37,9.605122732,Crime Against Women,Harassment,90,2018,0.478
2013,Wanaparthy,5.87,6.6439523,Crime Against Women,Harassment,39,2018,0.513
2014,RP Secunderabad,,#DIV/0!,Crime Against Women,Harassment,0,2018,0
2015,CID,,#DIV/0!,Crime Against Women,Harassment,1,2018,-1
2016,Cyberabad,62.1,20.22544283,Crime Against Women,Harassment,1256,2019,0.56
2017,Hyderabad,39.53,36.98456868,Crime Against Women,Harassment,1462,2019,0.31
2018,Karimnagar,10.15,26.60098522,Crime Against Women,Harassment,270,2019,-0.179
2019,Khammam,14.11,22.32459249,Crime Against Women,Harassment,315,2019,0.75
2020,Nizamabad,15.87,20.35286704,Crime Against Women,Harassment,323,2019,0.183
2021,Rachakonda,43.71,24.70830474,Crime Against Women,Harassment,1080,2019,0.545
2022,Ramagundam,16.12,28.41191067,Crime Against Women,Harassment,458,2019,0.431
2023,Siddipet,10.22,22.99412916,Crime Against Women,Harassment,235,2019,0.119
2024,Warangal,23.75,19.53684211,Crime Against Women,Harassment,464,2019,0.725
2025,Adilabad,7.53,14.20982736,Crime Against Women,Harassment,107,2019,-0.164
2026,Bhadradri Kothagudem,11.12,24.91007194,Crime Against Women,Harassment,277,2019,2.044
2027,jagtial,9.95,15.9798995,Crime Against Women,Harassment,159,2019,0.472
2028,Jayashankar Bhupalpally,4.26,9.85915493,Crime Against Women,Harassment,42,2019,-0.44
2029,Jogulamba Gadwal,6.19,3.877221325,Crime Against Women,Harassment,24,2019,0
2030,Kamareddy,10.04,16.93227092,Crime Against Women,Harassment,170,2019,0.328
2031,Kumaram Bheem Asifabad,5.25,16.95238095,Crime Against Women,Harassment,89,2019,1.225
2032,Mahabubabad,7.84,15.17857143,Crime Against Women,Harassment,119,2019,0.434
2033,Mahabubnagar,9.29,8.396124865,Crime Against Women,Harassment,78,2019,-0.243
2034,Medak,7.88,16.49746193,Crime Against Women,Harassment,130,2019,0.057
2035,Mulugu,2.93,10.58020478,Crime Against Women,Harassment,31,2019,0
2036,Nagarkurnool,8.71,8.381171068,Crime Against Women,Harassment,73,2019,-0.027
2037,Nalgonda,16.52,16.46489104,Crime Against Women,Harassment,272,2019,0.067
2038,Narayanpet,5.76,6.423611111,Crime Against Women,Harassment,37,2019,0
2039,Nirmal,7.19,11.82197497,Crime Against Women,Harassment,85,2019,0.771
2040,Rajanna Sircilla,5.62,23.84341637,Crime Against Women,Harassment,134,2019,1.161
2041,Sanga Reddy,15.37,11.32075472,Crime Against Women,Harassment,174,2019,0.279
2042,Suryapet,11.09,25.33814247,Crime Against Women,Harassment,281,2019,0.57
2043,Vikarabad,9.37,14.19423693,Crime Against Women,Harassment,133,2019,0.478
2044,Wanaparthy,5.87,10.05110733,Crime Against Women,Harassment,59,2019,0.513
2045,RP Secunderabad,,#DIV/0!,Crime Against Women,Harassment,0,2019,0
2046,CID,,#DIV/0!,Crime Against Women,Harassment,0,2019,-1
2047,Cyberabad,62.1,3.05958132,Crime Against Women,Kidnapping,190,2018,-0.295
2048,Hyderabad,39.53,2.327346319,Crime Against Women,Kidnapping,92,2018,0.402
2049,Karimnagar,10.15,1.083743842,Crime Against Women,Kidnapping,11,2018,0
2050,Khammam,14.11,2.197023388,Crime Against Women,Kidnapping,31,2018,-0.161
2051,Nizamabad,15.87,1.071203529,Crime Against Women,Kidnapping,17,2018,0.059
2052,Rachakonda,43.71,1.143902997,Crime Against Women,Kidnapping,50,2018,0.12
2053,Ramagundam,16.12,0.930521092,Crime Against Women,Kidnapping,15,2018,1.333
2054,Siddipet,10.22,1.174168297,Crime Against Women,Kidnapping,12,2018,0.333
2055,Warangal,23.75,2.736842105,Crime Against Women,Kidnapping,65,2018,-0.4
2056,Adilabad,7.53,2.390438247,Crime Against Women,Kidnapping,18,2018,-0.111
2057,Bhadradri Kothagudem,11.12,3.507194245,Crime Against Women,Kidnapping,39,2018,0
2058,jagtial,9.95,1.005025126,Crime Against Women,Kidnapping,10,2018,0.8
2059,Jayashankar Bhupalpally,4.26,6.572769953,Crime Against Women,Kidnapping,28,2018,-0.321
2060,Jogulamba Gadwal,6.19,1.615508885,Crime Against Women,Kidnapping,10,2018,-0.5
2061,Kamareddy,10.04,1.593625498,Crime Against Women,Kidnapping,16,2018,-0.75
2062,Kumaram Bheem Asifabad,5.25,0.571428571,Crime Against Women,Kidnapping,3,2018,1.333
2063,Mahabubabad,7.84,5.484693878,Crime Against Women,Kidnapping,43,2018,-0.419
2064,Mahabubnagar,9.29,4.951560818,Crime Against Women,Kidnapping,46,2018,-0.348
2065,Medak,7.88,2.411167513,Crime Against Women,Kidnapping,19,2018,0.105
2066,Mulugu,2.93,0,Crime Against Women,Kidnapping,0,2018,0
2067,Nagarkurnool,8.71,1.951779564,Crime Against Women,Kidnapping,17,2018,-0.176
2068,Nalgonda,16.52,0.968523002,Crime Against Women,Kidnapping,16,2018,0.688
2069,Narayanpet,5.76,0,Crime Against Women,Kidnapping,0,2018,0
2070,Nirmal,7.19,0.278164117,Crime Against Women,Kidnapping,2,2018,4
2071,Rajanna Sircilla,5.62,0.889679715,Crime Against Women,Kidnapping,5,2018,-0.6
2072,Sanga Reddy,15.37,1.236174366,Crime Against Women,Kidnapping,19,2018,0.053
2073,Suryapet,11.09,2.073940487,Crime Against Women,Kidnapping,23,2018,-0.217
2074,Vikarabad,9.37,1.280683031,Crime Against Women,Kidnapping,12,2018,0.75
2075,Wanaparthy,5.87,1.192504259,Crime Against Women,Kidnapping,7,2018,-0.143
2076,RP Secunderabad,,#DIV/0!,Crime Against Women,Kidnapping,0,2018,0
2077,CID,,#DIV/0!,Crime Against Women,Kidnapping,1,2018,-1
2078,Cyberabad,62.1,2.157809984,Crime Against Women,Kidnapping,134,2019,-0.295
2079,Hyderabad,39.53,3.263344295,Crime Against Women,Kidnapping,129,2019,0.402
2080,Karimnagar,10.15,1.083743842,Crime Against Women,Kidnapping,11,2019,0
2081,Khammam,14.11,1.842664777,Crime Against Women,Kidnapping,26,2019,-0.161
2082,Nizamabad,15.87,1.134215501,Crime Against Women,Kidnapping,18,2019,0.059
2083,Rachakonda,43.71,1.281171357,Crime Against Women,Kidnapping,56,2019,0.12
2084,Ramagundam,16.12,2.171215881,Crime Against Women,Kidnapping,35,2019,1.333
2085,Siddipet,10.22,1.56555773,Crime Against Women,Kidnapping,16,2019,0.333
2086,Warangal,23.75,1.642105263,Crime Against Women,Kidnapping,39,2019,-0.4
2087,Adilabad,7.53,2.124833997,Crime Against Women,Kidnapping,16,2019,-0.111
2088,Bhadradri Kothagudem,11.12,3.507194245,Crime Against Women,Kidnapping,39,2019,0
2089,jagtial,9.95,1.809045226,Crime Against Women,Kidnapping,18,2019,0.8
2090,Jayashankar Bhupalpally,4.26,4.460093897,Crime Against Women,Kidnapping,19,2019,-0.321
2091,Jogulamba Gadwal,6.19,0.807754443,Crime Against Women,Kidnapping,5,2019,-0.5
2092,Kamareddy,10.04,0.398406375,Crime Against Women,Kidnapping,4,2019,-0.75
2093,Kumaram Bheem Asifabad,5.25,1.333333333,Crime Against Women,Kidnapping,7,2019,1.333
2094,Mahabubabad,7.84,3.18877551,Crime Against Women,Kidnapping,25,2019,-0.419
2095,Mahabubnagar,9.29,3.229278794,Crime Against Women,Kidnapping,30,2019,-0.348
2096,Medak,7.88,2.664974619,Crime Against Women,Kidnapping,21,2019,0.105
2097,Mulugu,2.93,1.706484642,Crime Against Women,Kidnapping,5,2019,0
2098,Nagarkurnool,8.71,1.607347876,Crime Against Women,Kidnapping,14,2019,-0.176
2099,Nalgonda,16.52,1.634382567,Crime Against Women,Kidnapping,27,2019,0.688
2100,Narayanpet,5.76,3.993055556,Crime Against Women,Kidnapping,23,2019,0
2101,Nirmal,7.19,1.390820584,Crime Against Women,Kidnapping,10,2019,4
2102,Rajanna Sircilla,5.62,0.355871886,Crime Against Women,Kidnapping,2,2019,-0.6
2103,Sanga Reddy,15.37,1.301236174,Crime Against Women,Kidnapping,20,2019,0.053
2104,Suryapet,11.09,1.623083859,Crime Against Women,Kidnapping,18,2019,-0.217
2105,Vikarabad,9.37,2.241195304,Crime Against Women,Kidnapping,21,2019,0.75
2106,Wanaparthy,5.87,1.022146508,Crime Against Women,Kidnapping,6,2019,-0.143
2107,RP Secunderabad,,#DIV/0!,Crime Against Women,Kidnapping,1,2019,0
2108,CID,,#DIV/0!,Crime Against Women,Kidnapping,0,2019,-1
2109,Cyberabad,62.1,4.025764895,Crime Against Women,Rape,250,2018,0.136
2110,Hyderabad,39.53,6.32431065,Crime Against Women,Rape,250,2018,0.144
2111,Karimnagar,10.15,3.448275862,Crime Against Women,Rape,35,2018,-0.286
2112,Khammam,14.11,4.110559887,Crime Against Women,Rape,58,2018,0.276
2113,Nizamabad,15.87,1.701323251,Crime Against Women,Rape,27,2018,1.259
2114,Rachakonda,43.71,6.543125143,Crime Against Women,Rape,286,2018,0.063
2115,Ramagundam,16.12,3.41191067,Crime Against Women,Rape,55,2018,0.291
2116,Siddipet,10.22,3.326810176,Crime Against Women,Rape,34,2018,0.588
2117,Warangal,23.75,2.147368421,Crime Against Women,Rape,51,2018,0.451
2118,Adilabad,7.53,3.585657371,Crime Against Women,Rape,27,2018,0.185
2119,Bhadradri Kothagudem,11.12,4.856115108,Crime Against Women,Rape,54,2018,0.278
2120,jagtial,9.95,3.417085427,Crime Against Women,Rape,34,2018,-0.147
2121,Jayashankar Bhupalpally,4.26,5.399061033,Crime Against Women,Rape,23,2018,-0.609
2122,Jogulamba Gadwal,6.19,3.231017771,Crime Against Women,Rape,20,2018,0.5
2123,Kamareddy,10.04,1.992031873,Crime Against Women,Rape,20,2018,0.2
2124,Kumaram Bheem Asifabad,5.25,4.571428571,Crime Against Women,Rape,24,2018,0.167
2125,Mahabubabad,7.84,2.806122449,Crime Against Women,Rape,22,2018,0.773
2126,Mahabubnagar,9.29,11.84068891,Crime Against Women,Rape,110,2018,-0.191
2127,Medak,7.88,4.187817259,Crime Against Women,Rape,33,2018,0.03
2128,Mulugu,2.93,0,Crime Against Women,Rape,0,2018,0
2129,Nagarkurnool,8.71,4.01836969,Crime Against Women,Rape,35,2018,-0.314
